distance_km,days_late,review_score,product_weight_g
349,-9,5,200
481,-34,5,7150
1082,47,1,5650
39,-22,4,600
861,-15,5,300
1342,-21,3,200
575,7,1,750
2145,-15,5,250
214,-17,4,700
158,-12,5,120
217,-15,5,500
NULL,-13,NULL,1450
NULL,-13,NULL,2900
6,-11,4,1100
6,-11,4,7300
209,-10,5,150
2024,-13,5,700
1061,-16,5,4600
344,-8,4,250
311,-19,5,3500
331,-22,5,500
68,-2,4,2300
2380,-11,5,250
1136,-18,5,1132
15,-10,5,150
603,-3,5,550
88,-5,2,1250
290,-22,5,200
494,-22,5,200
290,-22,5,200
494,-22,5,200
1249,-7,3,6550
113,-11,5,350
311,-15,5,1200
481,-3,5,200
523,-18,5,850
2216,-1,5,400
151,-22,1,1650
10,-7,5,2550
10,-7,5,2550
90,-8,5,238
90,-8,5,238
465,-7,5,2383
1394,-13,5,50
273,-12,3,1383
89,-9,5,950
2323,-19,5,1300
1075,-8,5,200
562,-16,5,650
503,-12,5,500
1990,-8,2,300
578,-9,5,1500
833,-40,5,200
7,-15,4,7000
32,-6,3,24050
240,-16,3,800
306,-12,5,1100
741,-16,5,400
307,-5,4,750
406,-11,5,1815
413,-18,5,1900
420,-2,5,400
931,-16,5,300
25,-19,5,1813
25,-19,5,1813
52,-13,5,1850
82,-4,5,350
420,-18,5,1750
434,-19,5,2150
22,-5,5,250
571,3,1,300
86,-5,5,100
870,-12,2,200
74,-34,5,2283
119,-3,5,550
671,-13,3,900
189,-4,5,7625
704,-20,4,550
604,23,1,1350
255,-13,5,1600
387,9,1,200
319,-20,4,13300
319,-20,4,13300
93,-2,5,300
366,-9,5,2500
76,-2,4,1000
676,-19,5,710
845,-19,5,300
845,-19,5,100
845,-19,5,300
553,-12,5,584
1299,14,1,367
249,-14,4,150
434,-18,5,468
587,-9,5,300
338,-16,4,100
124,-5,1,12700
4,-8,5,4475
255,-21,5,550
33,-10,5,6900
518,-14,3,1275
5,-9,4,200
850,-13,5,450
850,-13,5,450
869,-17,1,7480
869,-17,1,7480
869,-17,1,7480
869,-17,1,7480
869,-17,1,7480
869,-17,1,7480
91,-2,5,350
589,-3,1,3550
441,-13,4,200
721,-11,5,1075
291,-9,5,115
291,-9,5,200
492,-37,5,9800
877,-13,4,1400
492,-17,4,1800
2311,-6,3,600
130,-9,5,4925
12,-1,5,400
119,-10,5,6850
456,-17,5,7750
870,-18,5,650
22,-13,3,100
463,-20,4,8750
660,-17,4,1650
487,-25,5,600
354,-18,5,900
556,-3,5,1583
307,11,1,573
67,-8,1,1700
356,-14,5,150
626,-19,5,5950
8,-1,5,350
2582,-15,5,250
933,-9,5,600
296,-15,5,800
39,-6,3,5900
373,-13,4,10800
480,-21,3,7513
426,-6,5,4475
588,-3,5,750
23,-10,4,300
527,-19,2,800
509,-15,5,150
935,-15,5,1800
131,-13,4,200
2049,-35,5,5950
342,28,1,13350
124,-12,3,18525
483,-9,5,1067
483,-9,5,1067
483,-9,5,1067
483,-9,5,1067
878,-25,5,800
437,-5,5,5500
23,-1,5,400
557,-14,3,125
451,-28,3,900
168,-17,5,1050
NULL,23,NULL,170
NULL,23,NULL,170
84,-5,5,550
915,-12,5,213
71,-7,5,3400
81,-5,5,156
542,-12,5,1500
136,-12,5,300
307,-15,5,350
892,20,5,180
346,-12,5,3450
346,-12,5,3450
346,-12,5,3450
70,-13,4,4150
2211,-14,5,4900
112,-26,4,550
112,-26,4,550
822,-17,5,350
826,-17,5,350
822,-17,5,350
826,-17,5,350
822,-17,5,350
826,-17,5,350
822,-17,5,800
826,-17,5,800
822,-17,5,350
826,-17,5,350
872,-15,5,4650
1597,-22,5,375
353,-9,4,1600
490,-21,5,350
354,-12,5,150
716,-24,5,8400
470,2,5,147
470,2,5,147
170,-14,5,2300
428,-19,4,5550
593,-22,5,500
425,-18,5,584
2,-43,5,2100
150,-6,4,400
578,-24,1,147
578,-24,1,147
12,-14,1,150
723,-15,3,100
503,-10,5,481
503,-10,5,481
852,-2,4,100
2313,-8,4,450
1793,-12,5,100
644,-10,5,200
8,-10,5,700
1238,-12,5,1900
917,-11,1,125
485,-6,5,300
85,-14,5,250
49,-5,5,100
401,-28,5,2850
303,-22,5,550
198,-5,5,525
569,10,1,550
569,10,1,550
765,-17,5,317
561,-16,1,1300
16,-11,5,1700
417,-7,5,2050
85,-11,5,1150
330,-14,5,8250
2068,35,3,1825
2145,-15,5,4700
254,-21,5,9400
18,-7,5,200
102,-5,5,250
82,-7,1,363
943,-41,5,1550
216,-22,5,150
681,7,1,3000
456,-21,5,200
12,-8,5,1350
357,-15,5,500
331,-9,5,675
345,-24,4,500
852,-17,5,367
921,-10,5,30000
177,-7,5,800
177,-7,5,800
885,-36,5,200
394,-22,5,350
251,-20,5,10750
535,-18,4,1383
179,-21,3,450
179,-21,3,400
1439,-20,5,800
805,-14,1,550
780,-25,5,4700
2469,-6,4,1150
910,-9,1,150
910,-9,1,150
391,-3,5,700
705,-15,5,150
1310,-20,4,214
2307,-13,5,925
2491,-28,4,100
321,-18,2,350
551,-6,5,9750
304,-17,5,100
282,-19,5,1750
282,-19,5,250
843,-17,5,9000
843,-17,5,9000
38,-9,1,250
555,-16,5,200
2283,-8,5,350
306,3,4,250
97,-10,5,2500
711,-13,5,150
22,-7,5,200
2297,1,3,5900
414,8,1,7650
885,-19,5,150
499,-21,4,150
603,-8,5,950
204,-14,5,1300
183,-11,5,2200
318,5,1,200
574,-15,5,400
34,-7,4,3711
382,-11,5,1513
1494,-20,5,600
763,-25,4,150
519,5,4,250
323,5,1,1575
590,-9,1,1383
7,-11,5,150
682,-16,5,225
NULL,-14,NULL,1250
NULL,-14,NULL,1250
129,-10,5,150
426,-34,5,250
1456,-6,5,350
426,-15,4,200
761,-21,4,200
830,-14,5,1100
450,-20,4,1657
32,-11,5,1050
285,-15,5,600
833,-12,5,375
878,-11,5,200
230,-26,5,150
286,-7,5,1350
900,-10,3,167
488,-19,4,450
311,-7,4,350
271,4,1,20400
2402,-21,3,150
379,-13,3,1038
657,-9,5,9700
1793,-8,4,1750
17,-18,4,400
122,-6,5,200
122,-6,5,200
122,-6,5,200
122,-6,5,200
122,-6,5,200
122,-6,5,200
45,-1,3,167
475,-11,5,4825
41,-7,4,175
674,-14,5,700
304,-9,5,4338
1935,-26,5,700
353,-15,4,950
715,-17,5,250
889,-11,5,100
889,-11,5,100
949,-3,5,1550
399,-14,5,1038
335,-13,3,250
122,-20,5,3100
380,-23,5,2750
289,-21,3,300
31,-13,5,700
874,-12,4,1045
2362,-14,5,175
34,-13,5,250
251,-27,5,200
347,-8,5,850
347,-8,5,850
287,-17,4,100
348,-12,5,200
441,-13,5,11200
325,-21,5,7400
77,-11,4,400
81,-5,5,156
759,-17,4,1950
2107,6,5,1750
2290,-10,5,700
354,-10,5,6550
1106,-12,5,800
12,-6,5,2150
43,-8,4,150
92,-6,5,3750
585,-14,5,1200
979,-21,2,2700
979,-21,2,7450
76,-9,5,200
394,-19,5,300
372,-24,5,83
1999,-7,5,2200
748,-13,1,850
748,-13,1,750
661,-14,5,1200
713,-16,5,5950
7,-10,1,200
7,-10,1,200
153,-13,5,1050
675,-24,5,350
163,-13,4,9300
163,-13,4,9300
499,-13,5,250
549,-3,5,950
25,-15,4,200
372,-12,5,100
327,1,5,1250
345,-12,5,1783
484,0,4,800
470,-7,5,3060
494,-19,5,1650
451,-6,5,2200
987,-4,5,975
649,-13,4,500
43,-8,3,1110
842,-5,5,150
445,-15,4,2050
828,-24,3,476
544,-15,5,170
1822,-13,5,450
NULL,-11,NULL,2000
2220,-31,4,1000
15,-6,5,700
217,-21,4,250
607,-12,5,500
284,-16,4,150
481,-24,1,459
320,-15,5,350
375,-12,5,200
833,-20,5,342
903,-16,5,2450
573,11,1,310
567,-10,5,500
470,-21,5,550
49,-31,4,200
2302,-3,5,425
1449,-14,3,400
795,-18,4,1600
20,-6,5,167
20,-6,5,167
1081,-11,4,400
886,-17,5,100
886,-17,5,100
1083,-15,5,1000
305,-17,5,1300
1927,-12,3,300
413,-27,1,200
586,-13,3,1300
160,-20,5,185
382,-15,3,200
867,-10,5,700
1686,20,4,10700
715,-16,4,400
396,-27,5,550
158,-14,2,900
102,-16,2,1000
326,-16,2,1000
102,-16,2,200
326,-16,2,200
176,6,1,300
70,-15,5,1050
70,-15,5,1050
850,20,2,200
396,-4,5,200
1525,-21,3,250
58,-12,5,1650
837,-18,2,250
871,-15,5,150
1555,-10,5,1200
630,-15,5,888
205,-15,1,9750
14,-5,5,200
14,-5,5,300
14,-5,5,250
30,-9,5,100
425,-15,5,50
18,-6,1,1950
375,-3,4,7625
94,-8,5,150
560,-15,5,3000
387,-6,5,160
2353,-28,5,3567
475,-14,4,700
314,-14,2,9475
2345,-16,5,200
2264,-30,1,1300
675,-18,5,150
675,-18,5,150
891,-5,5,2500
16,-11,5,200
809,-19,5,150
1494,-19,5,150
809,-19,5,300
1494,-19,5,300
48,-13,4,431
1304,-28,5,1600
1304,-28,5,1600
2120,-34,5,4650
1273,-13,4,300
1652,-20,3,200
669,-3,3,5650
542,-11,5,150
555,-11,5,150
542,-11,5,350
555,-11,5,350
64,6,1,200
1340,-2,5,200
291,-16,5,600
405,-10,3,7050
405,-10,3,7050
3303,-29,5,200
380,-21,5,2850
82,-27,5,150
385,-22,5,2200
462,-17,5,1050
332,-19,5,800
642,-18,5,8350
156,-17,4,200
156,-17,4,300
6,-9,5,400
6,-9,5,21100
823,-18,5,200
268,-24,4,750
319,-11,5,900
NULL,-11,NULL,2500
NULL,-11,NULL,2500
786,-9,4,1000
491,-12,4,250
410,-7,4,200
339,-14,5,400
29,-4,4,688
1302,-15,4,4000
385,-15,5,800
99,-7,5,50
47,7,1,1250
289,-3,2,2100
1379,-15,5,1000
35,-10,1,500
81,-10,3,5950
58,-3,5,500
2087,-10,4,400
2087,-10,4,400
440,-16,5,150
440,-16,5,150
440,-16,5,150
440,-16,5,150
440,-16,5,150
440,-16,5,150
694,-17,5,2500
53,-14,5,140
796,-16,5,183
1191,-18,5,200
601,-10,5,475
174,-3,5,425
261,-30,4,150
543,-28,5,444
324,-25,5,14000
425,-18,5,927
687,-8,5,400
368,-11,1,450
477,-9,4,950
473,-8,5,200
2030,-9,3,125
597,8,1,700
597,8,1,700
397,-13,5,6100
432,-2,1,2450
243,-6,5,150
784,-21,4,1200
812,-14,5,8150
127,-10,3,850
383,-10,5,300
1365,-7,5,900
826,-17,5,375
403,-12,4,700
858,-8,5,7650
668,-18,5,4650
31,-8,5,200
963,-18,5,900
303,-15,5,2050
753,1,5,22525
247,-15,1,300
247,-15,1,300
901,-21,5,150
393,-7,5,10700
126,-5,5,350
107,-7,3,200
1001,-18,5,225
704,-5,5,4050
NULL,-13,NULL,2700
343,-13,5,100
174,-12,5,1650
103,-11,4,321
103,-11,4,321
140,-16,5,400
137,-4,2,300
370,-7,5,7400
26,-20,5,200
2049,6,1,400
64,-9,5,27000
206,-26,4,2300
981,-19,5,550
2609,-32,5,1000
2609,-32,5,1150
99,-9,5,1100
38,-11,5,250
571,-5,5,3300
75,8,1,487
473,-13,4,200
14,-11,5,300
582,-12,5,350
351,-11,3,250
403,-34,1,350
403,-34,1,350
446,-8,5,500
672,-14,4,178
702,-7,5,500
908,-15,5,126
190,-4,4,5550
529,-9,5,225
994,-19,3,1400
2126,-32,2,1900
207,-7,2,1383
570,-9,5,1550
2635,-13,2,4950
509,-5,4,1500
512,-10,3,1400
937,-33,5,250
315,-13,1,450
486,-9,1,650
446,-13,4,1250
520,-25,5,350
704,-17,5,500
314,-15,5,300
127,-11,3,250
NULL,-8,NULL,4200
NULL,-8,NULL,4200
1134,-23,5,4475
568,-20,4,400
1431,-2,5,250
290,-10,5,200
1131,-20,5,525
1355,4,3,300
832,2,3,4338
1010,-17,5,1600
19,-10,5,200
493,-14,4,584
2463,-1,5,1400
255,-11,5,1650
255,-11,5,1650
276,-15,5,350
253,-14,3,150
344,-14,5,22900
831,4,1,479
104,-7,5,450
357,-21,4,250
879,-17,3,950
446,-10,5,850
339,-8,4,300
729,1,5,350
2337,-24,5,400
506,-45,4,1200
NULL,-13,NULL,550
1670,-11,4,533
64,-5,4,1400
373,-30,1,688
373,-30,1,688
15,-7,5,100
263,-19,3,600
435,-18,3,625
326,-4,5,102
NULL,-14,NULL,150
NULL,-14,NULL,150
NULL,-14,NULL,150
NULL,-14,NULL,150
2298,-23,4,350
451,-13,5,880
516,-13,4,250
479,-15,5,3250
2142,-18,5,500
267,-14,5,400
557,-21,5,400
834,-8,5,200
476,-14,5,800
1315,-15,4,500
352,3,1,250
362,-16,5,2400
348,-11,5,4700
572,3,3,875
988,-6,5,2750
59,-14,3,300
54,-2,3,1650
54,-2,3,1650
683,-16,5,1500
306,-3,3,2750
37,7,5,500
107,-45,5,1250
1327,-3,5,350
405,-10,3,7050
405,-10,3,7050
258,-12,5,275
255,-17,4,300
255,-17,4,300
255,-17,4,300
255,-17,4,300
255,-17,4,300
501,-21,1,225
239,-16,4,2600
459,-10,4,1627
884,-6,4,300
19,-8,1,50
785,-17,4,2050
2534,-15,5,400
297,-2,1,400
543,-16,5,1800
137,-8,5,2600
406,-21,5,225
348,16,1,1200
485,-3,5,175
2332,-4,3,338
2349,-6,5,175
528,-14,4,150
420,-7,3,156
700,-16,4,300
324,-15,5,100
891,-12,5,200
697,-12,5,1250
2083,-26,5,4800
297,-18,5,1500
87,-3,5,1600
82,-4,4,350
626,-14,4,17600
637,-27,5,1550
637,-27,5,1550
54,-1,4,4338
932,-8,5,150
932,-8,5,150
821,0,3,1110
263,-15,5,16050
263,-15,5,16050
263,-15,5,16050
805,-18,4,1025
294,-10,4,293
830,2,3,6900
673,-5,4,460
872,-11,4,2700
21,-1,5,2000
19,-14,1,10500
223,-12,4,1383
373,-18,5,750
360,-4,4,2850
595,-17,5,1383
934,-12,5,550
80,0,5,50
80,0,5,1050
962,-7,2,2600
506,-12,5,350
538,-11,5,9650
350,-8,5,450
350,-8,5,450
350,-8,5,450
526,-21,5,6300
1830,-11,5,100
459,-28,5,213
590,-14,5,7000
2190,0,4,719
1200,-14,5,6663
976,-11,5,200
275,-13,2,383
467,-9,4,1250
593,-31,4,350
26,-11,5,200
2131,-11,5,11867
1237,-2,5,200
363,-15,5,350
807,-5,5,850
NULL,-8,NULL,50
NULL,-8,NULL,50
376,-20,4,491
2069,-3,4,1700
2069,-3,4,1700
9,-8,4,150
764,-15,3,200
457,-17,5,750
339,-28,5,250
655,-15,4,3300
713,-22,5,650
358,-7,5,4400
274,-10,5,10350
35,-34,5,2400
648,-15,5,150
320,-9,4,600
1283,-8,5,200
546,6,1,1350
1710,-20,5,350
534,-19,5,200
831,-14,5,550
762,-4,5,550
2693,-20,5,11200
1514,-16,5,300
14,-5,4,12650
14,-5,4,12650
22,-13,4,1575
16,-13,5,150
719,-13,3,1200
119,-14,1,2500
351,-14,1,2500
119,-14,1,550
351,-14,1,550
460,-4,4,12000
890,-19,5,1800
529,-24,1,1350
722,2,5,9000
NULL,-3,NULL,1250
858,-46,4,250
2387,-8,5,750
59,-5,1,200
809,-35,5,3000
254,-41,1,11850
680,-16,5,300
343,-13,5,1250
343,-13,5,1250
2352,-20,5,350
1079,-21,5,4497
529,-11,4,250
9,-8,5,300
333,-12,5,2200
815,-14,5,2450
895,-17,5,700
59,-8,5,1150
300,-15,5,750
462,-20,5,350
949,-15,5,613
439,-7,5,7650
11,-14,5,2600
299,-8,5,584
77,-17,4,6550
339,-8,5,1050
86,-8,5,4475
405,-13,5,2050
1105,-13,5,5650
80,-9,5,100
27,-9,5,15267
29,-10,5,300
595,-14,4,200
595,-14,4,200
81,-35,3,200
462,9,1,100
452,-21,4,500
342,-28,5,150
2330,6,1,5900
455,-14,5,1700
4,-3,3,1110
167,-12,1,600
832,-14,5,7850
512,-19,5,250
490,-8,1,150
345,-6,4,8700
42,-6,5,2200
836,-4,4,2650
505,-12,4,4200
98,0,5,450
790,-9,3,400
14,-17,5,8600
284,-9,4,933
67,-17,5,100
371,-7,5,250
529,3,1,575
951,-11,5,198
541,-15,5,250
131,-13,2,1850
22,-11,5,2000
759,-8,3,1950
21,0,5,250
1102,-21,4,825
406,-10,5,325
841,-16,3,650
960,-19,3,550
2674,-15,5,2950
2289,-16,5,188
443,-14,5,2800
756,-1,5,3900
278,-3,5,200
1082,-23,5,30000
345,-6,5,750
501,-15,4,250
539,-11,4,525
136,-13,5,650
287,-6,4,6550
291,4,4,600
4,-15,5,1500
30,-14,5,200
338,-6,5,1650
1149,-8,5,150
8,-3,1,300
698,-15,3,513
151,-17,4,1650
370,-17,5,150
141,-8,4,350
846,21,1,1550
846,21,1,1550
530,-17,4,12100
530,-17,4,12100
28,-15,5,650
37,-10,4,200
26,-14,4,1170
21,-2,5,3325
699,-35,5,7050
18,-20,1,200
184,-21,5,8550
309,-10,5,13300
17,-14,5,2600
365,-15,5,100
365,-15,5,100
678,-8,5,400
224,-19,1,3050
120,-15,5,175
90,-14,5,633
494,-20,1,200
150,-7,4,300
845,-14,5,150
392,-20,1,1400
179,-10,5,1860
100,-12,5,1110
332,-13,5,838
615,-8,4,2600
311,-16,5,1600
355,-29,5,1400
334,-9,4,1700
1227,-14,5,350
57,-14,5,50
30,-25,5,527
30,-25,5,527
30,-25,5,527
30,-25,5,527
504,-27,1,2550
653,-26,5,600
509,-14,5,1275
509,-14,5,1275
1248,-21,5,100
446,-13,5,1400
562,-21,5,6100
348,-15,5,250
471,-14,5,1500
90,-17,3,125
NULL,-5,NULL,505
333,-10,5,2200
333,-10,5,2450
NULL,-9,NULL,13867
8,-7,5,136
953,-38,1,5600
943,-38,1,5600
953,-38,1,750
943,-38,1,750
1914,-1,4,400
102,-11,5,150
160,-16,5,12300
105,-5,4,1100
105,-5,4,1100
779,-8,1,200
779,-8,1,200
1547,-18,5,600
1547,-18,5,750
17,1,4,197
284,-14,5,1900
83,-14,5,2150
364,-16,5,310
961,-15,5,750
11,-13,5,1200
3,-14,1,300
149,-15,5,1400
608,-15,4,975
608,-15,4,975
936,-26,5,250
85,-12,5,7625
2061,-18,4,7650
85,-8,5,5950
85,-8,5,7625
11,-5,5,1400
107,-34,4,1050
1262,-25,3,800
24,-12,5,500
2335,-17,4,500
154,-11,5,2900
72,-15,4,337
38,-11,5,700
2,-9,4,800
147,-10,5,713
19,-2,4,1400
544,1,3,350
425,-11,4,9900
173,-13,4,900
286,-11,5,775
268,-8,5,1000
438,-25,5,1700
430,-16,5,1400
915,-22,3,200
302,-12,3,5550
21,-6,5,575
92,-16,5,7850
1668,0,5,350
2288,-27,4,950
26,7,1,300
821,-13,4,100
280,-14,4,2400
933,-21,2,400
867,-36,1,9350
39,-8,1,250
803,-16,5,450
524,-6,5,1500
2475,-28,5,160
858,-17,5,450
337,-5,5,12900
2872,-29,5,150
2872,-29,5,300
448,-15,5,650
390,-19,4,1036
390,-19,4,1036
390,-19,4,1036
668,-14,5,650
141,-9,4,1800
434,-21,5,600
926,-16,5,125
851,-17,1,12000
405,-7,4,4383
1848,-32,4,4236
1818,1,5,300
888,-25,4,200
499,-7,5,500
1117,-6,5,250
638,-25,5,100
143,-16,5,800
NULL,-18,NULL,9750
710,-15,4,1250
710,-15,4,1250
710,-15,4,1250
211,-28,4,400
409,-38,5,500
482,-6,5,6150
207,-10,5,1900
305,-15,5,6200
1107,-13,3,1900
92,-10,4,200
145,-12,5,888
145,-12,5,1200
307,-6,5,1200
339,-11,5,1900
82,-8,3,200
499,-19,4,1900
278,1,2,4338
2293,0,5,2050
2207,-14,1,800
2207,-14,1,800
11,-8,5,7500
530,-8,1,4338
430,-15,5,1500
384,-9,3,2200
54,-22,4,150
2,-11,5,2100
825,-18,5,2700
203,-13,5,1450
122,-21,5,100
803,-11,5,150
1261,-18,5,1100
14,-14,1,225
1220,-13,5,450
170,-28,3,10150
143,-13,1,1200
NULL,-21,NULL,5200
250,-13,5,335
337,-23,5,10300
337,-23,5,9400
2111,-16,3,400
310,-6,5,350
401,-27,5,350
166,-15,5,1800
466,-14,5,500
545,-25,5,207
NULL,15,NULL,1200
NULL,15,NULL,1200
87,-14,4,4200
22,-10,5,700
929,-30,3,10700
30,-13,1,19400
23,-9,5,500
477,-19,5,750
824,-5,5,2200
15,-15,4,100
320,-20,5,3000
320,-20,5,3000
320,-20,5,3000
320,-20,5,3000
676,-15,5,427
372,-22,5,750
667,-27,5,400
380,-10,5,6350
132,-18,5,800
926,-17,5,4800
247,-18,4,14300
9,-23,5,125
28,-17,5,1000
28,-17,5,1000
28,-17,5,1000
762,-21,5,15900
798,-18,5,304
833,17,1,1450
NULL,-6,NULL,2950
602,-14,5,1300
243,-7,1,1383
2,-9,4,800
1905,-34,3,450
1905,-34,3,450
1905,-34,3,450
1905,-34,3,450
1905,-34,3,450
1905,-34,3,450
479,-13,1,700
504,-15,5,1700
NULL,-22,NULL,1330
1852,-5,4,2450
521,-15,5,550
1091,-8,2,150
326,-13,3,600
31,-4,5,400
331,-15,5,3407
170,-3,5,175
315,-17,4,200
103,-3,3,350
638,9,1,12000
118,-5,5,290
10,-6,5,150
80,-13,3,283
244,-23,5,9050
495,-13,2,9300
495,-13,2,9300
647,-17,1,342
181,-20,3,308
531,-6,5,4338
97,-11,5,1800
330,-14,3,1300
78,-14,5,150
16,-10,5,2100
88,-9,5,150
739,-21,5,1050
537,-23,4,4200
333,8,2,1100
809,-24,4,341
432,-12,5,1300
372,-26,5,200
1371,-28,3,150
1371,-28,3,150
1123,-1,2,250
679,-15,5,550
1029,-17,4,1750
359,-17,4,340
2173,-7,5,800
137,-8,4,200
76,-10,5,1200
436,6,1,1300
436,6,1,950
222,-14,5,500
316,15,1,100
911,-1,5,160
2222,-20,5,700
13,-5,4,150
235,-15,4,900
355,-1,5,1800
1076,-4,5,1300
1076,-4,5,1300
927,-27,5,4500
303,-2,5,550
26,-21,5,12775
1074,-7,5,100
372,-19,5,1017
294,-9,5,140
294,-9,5,183
1819,-6,5,314
1139,-21,3,75
1420,-24,5,900
24,-3,5,1050
845,-14,5,200
669,-20,5,250
79,-5,4,27150
79,-5,4,27150
14,-2,4,450
568,-15,5,500
403,-4,1,1750
403,-4,1,1750
438,-18,5,50
199,-15,5,250
239,-12,5,1850
151,-7,4,1050
163,-15,4,783
887,-20,3,5000
289,-9,5,717
102,-12,1,250
521,-14,5,950
521,-14,5,950
570,0,4,1300
357,-15,1,200
357,-15,1,200
1618,-14,5,2100
138,-13,5,250
413,-24,5,150
7,-2,3,400
885,-17,5,900
885,-17,5,900
166,-9,1,6800
643,-11,5,150
875,-33,4,10100
870,-11,5,1800
481,-28,3,200
63,-15,4,7550
161,-19,5,1200
161,-19,5,1200
2116,-4,4,300
125,-21,1,550
146,-10,5,600
146,-10,5,600
747,-6,2,450
320,-14,5,250
375,-10,5,200
340,-7,3,250
28,-2,3,150
518,-15,5,1000
21,-1,5,400
180,-11,5,1850
353,-9,4,1650
951,-23,4,2300
160,-3,4,500
160,-3,4,500
11,-20,5,50
493,-18,5,400
387,-12,5,6700
2137,-26,5,1200
482,-11,5,11325
86,-35,5,700
31,-6,4,14950
24,-7,4,1867
2373,-18,5,250
12,-6,5,20150
570,-31,5,1000
614,0,4,30000
669,-11,5,300
543,1,2,600
543,1,2,600
118,-12,5,200
888,-24,5,233
741,-17,1,400
626,-8,5,5450
170,-6,4,300
411,-6,4,593
276,-18,1,835
342,-5,5,350
510,-18,5,1500
324,-15,5,584
2469,-29,3,9200
373,-14,4,900
590,-17,4,600
27,-6,1,10975
76,-14,5,1205
477,-4,5,500
450,-5,5,300
27,-9,4,9750
611,-7,5,6550
371,-17,4,343
921,-15,2,217
365,-22,5,19450
100,0,4,900
108,0,4,900
100,0,4,275
108,0,4,275
1303,-25,5,250
910,-14,4,1500
1041,-14,4,1500
910,-14,4,1750
1041,-14,4,1750
910,-14,4,800
1041,-14,4,800
497,-19,5,400
497,-19,5,400
497,-19,5,400
497,-19,5,400
497,-19,5,400
22,-9,5,17100
22,-9,5,17100
2226,-8,5,700
251,-2,1,800
306,-20,5,1625
463,5,2,1375
2453,-4,1,100
355,-14,5,350
2091,-9,5,533
391,-19,5,200
50,-1,5,1150
404,-17,4,1200
700,-25,5,173
864,-18,5,550
564,0,4,550
564,0,4,550
58,-1,4,650
79,-12,5,817
562,-10,5,650
562,-10,5,650
225,-7,5,250
425,-15,5,1200
638,-15,5,2500
15,-10,5,550
400,-11,3,250
400,-11,3,250
400,-11,3,240
18,-8,5,460
1100,-22,4,200
30,-13,4,2750
819,-17,5,500
937,-29,5,1250
97,-8,5,75
138,-18,5,6450
602,-17,2,510
673,-14,5,14725
792,-13,5,8550
16,-2,5,1000
854,-23,2,833
1122,-23,2,833
854,-23,2,351
1122,-23,2,351
274,-14,4,550
513,-13,5,1650
1984,-25,5,15350
338,-23,5,50
299,-17,5,1625
1536,-17,3,7950
640,-20,3,1100
209,-46,4,2500
1116,-4,5,5400
286,-9,5,1825
123,-13,5,250
123,-13,5,300
525,-15,5,11000
565,-4,5,2300
1479,-18,4,1225
162,-18,5,155
162,-18,5,200
592,-13,4,1110
95,-13,1,800
894,-11,5,341
356,-8,5,100
744,-6,1,450
717,-10,5,900
294,20,1,575
22,-7,4,1800
22,-7,4,1800
364,-24,5,100
469,-14,5,150
98,-14,4,400
10,18,1,3000
800,-13,4,150
178,-21,5,800
508,-16,5,1100
48,-13,5,300
559,-13,4,200
51,-14,5,250
292,-15,5,900
1081,-12,4,200
3,-15,5,6950
654,-15,5,1600
723,-19,4,6550
909,-16,5,6450
615,-3,1,850
615,-3,1,850
615,-3,1,850
28,-7,4,6700
765,-16,3,150
66,-7,5,267
339,-21,5,187
901,-11,5,867
842,0,1,200
493,-20,4,1650
414,-12,5,1750
422,-10,1,150
878,-20,5,200
878,-20,5,200
52,-13,5,1350
142,-13,5,200
66,-1,5,175
209,1,3,950
604,-21,5,893
689,-19,5,10893
236,-16,5,467
641,-23,5,5700
129,-18,4,2200
825,-12,4,1200
303,-9,4,1383
303,-9,4,1383
835,-15,5,313
834,-25,1,375
1000,-25,1,375
834,-25,1,4338
1000,-25,1,4338
11,-13,4,250
179,-6,5,231
908,-12,1,200
113,-17,5,1000
213,-15,5,550
938,-2,5,900
511,-20,2,250
2118,-21,4,7600
522,-9,5,6550
2622,-9,5,3000
295,-22,3,7600
752,-22,4,50
377,-8,5,250
506,4,5,700
100,-14,4,750
224,-6,5,400
460,-6,5,1650
460,-6,5,1650
4,-12,4,350
365,-28,5,1833
311,-7,4,292
584,-25,5,950
1310,-13,4,396
47,-17,5,100
53,-1,5,300
460,-20,5,1600
224,-6,5,1750
472,-20,5,150
730,-23,2,1100
839,7,1,2600
1569,-18,1,2700
1569,-18,1,2700
NULL,-34,NULL,13200
2275,-8,5,3775
491,-3,5,125
326,19,1,13867
670,-9,5,2650
255,-27,1,350
282,-27,1,350
270,-27,1,350
432,-27,1,350
255,-27,1,550
282,-27,1,550
270,-27,1,550
432,-27,1,550
255,-27,1,525
282,-27,1,525
270,-27,1,525
432,-27,1,525
255,-27,1,200
282,-27,1,200
270,-27,1,200
432,-27,1,200
680,12,1,2000
1254,-20,5,7300
2356,-9,5,1600
332,-17,4,7650
426,-7,5,600
690,1,2,12850
107,-14,5,1100
559,-37,4,1100
1909,-29,4,9450
619,-13,5,1700
619,-13,5,20100
422,-16,5,922
422,-16,5,922
227,-9,4,6850
680,-8,5,100
576,8,1,2000
702,-11,5,600
14,-13,5,1025
14,-13,5,1025
2003,-49,5,700
246,-6,4,350
670,-10,5,1100
2029,7,3,350
436,-2,5,850
771,-6,1,750
771,-6,1,750
1821,-18,5,100
285,-10,5,150
1327,-13,3,150
624,-7,5,100
155,-19,5,850
155,-19,5,850
155,-19,5,850
